id,review,created_at,ratings,upvotes
326,"I'm very close to running out of food in my house and am trying to gather resources for food until next Friday. I have a Groupon account and there was an offer for free cheese sticks. So, okay. I signed up for Pizza Hut's account. No coupon popped up. Absolutely nothing. I finally called a local Pizza Hut only to be told that I had to *order* food (paying for it) and THEN the coupon goes to your email. That's **. They obviously have nothing better to do than lie to people who are on down on their luck. It's the principle of it. They could have said (after your first order) but they chose not to. *So* scummy. Thanks a lot.","June 20, 2017",1,7
327,I went Pizza Hut with my son and husband for lunch we ordered our food. Whilst my son ate his lasagne he found a hard piece in his food. When I checked it I couldn't understand what it was. It looked like plastic. When I raised it with the manager he tried cutting it with a knife and it didn't cut into pieces. I was discussing this with him asking him what it may be. It's disappointing. We come for food and we don't get the quality of food. He only refunded the lasagne and didn't appear very bothered. The service was very low.,"June 16, 2017",1,8
328,We don't eat at Pizza Hut very often. Today we decided to eat there. Big mistake. It was one of the worst pizzas ever. It was worse than a frozen pizza? The staff was unfriendly. Didn't even ask how it was when we left. It would have not worth $21.00 dollars. Walmart Deli Pizzas beat it hands down. Way overpriced for poor quality.,"June 10, 2017",1,8
329,"I ordered a large pizza and my total was $16 and change, and the driver claimed that he did not have the $3 change to give me so he took the pizza back. The manager said, ""Since you are a woman, I cannot give you credit or refund,"" or anything like that, Pizza Hut on Garey Ave in Pomona CA.","June 4, 2017",1,3
330,Every time I order pizza at the Pizza Hut on Plainfield in Grand Rapids Michigan I always order 3 and they always manage to mess up at least 1 pizza. They do not fix it or reimburse me and the workers are rude and act like you're wasting their time.,"June 3, 2017",1,7
331,"Last night I came home from work and I was totally exhausted and tired and I was not in the mood to cook so I decided to order a pizza from Pizza Hut for delivery. I went online and ordered a Pizza with a few additional toppings and after I paid for it I was informed it would take 30-35 minutes for my order to arrive and I did not have any problems or issues with that as I was going to take a quick shower while waiting. 90 minutes later finally the pizza arrived and I let the delivery driver in as he asked if he could use my bathroom. I said, ""Sure, go down the hallway to the left and it is the second door"". He was in there about 5 minutes and he came out and said, ""Thank you Sir I really appreciate it"". I gave him a good tip and he left.","May 27, 2017",1,16
332,"I ordered delivery. They said they are on their way. Took money off my card. I wait one hour, they still haven't showed up. I call they say, ""We can't deliver to you... you are too far."" Whoa. I speak to manager BRITNEY **. She says they are on their way... 45 min later she call me says, ""You're too far. I refunded your card. In 3 to 5 days you will have money back on card!!!"" No pizza. No money... rip off...","May 25, 2017",1,7
333,"Last night I tried Pizza Hut for the last time. I ordered online as I have many times in the past. But this time I had a promise from the manager Chris to have a free pizza because of the last few times our pizza was delivered late and cold. After I ordered our pizza online I called the store and asked the customer service representative/order taker how could I redeem our free pizza as promised. She told me she didn't know and would need to ask her manager so I'm put on hold for several minutes and she comes back on the line and told me he said, ""No"". I said, ""No what""? He said, ""No Free Pizza."" I replied, ""Are you serious?"" She said, ""Yes."" So I asked to speak with the manager and she put me on hold again for even a longer time and when she came back online she said, ""The manager isn't available because he's on a break."" So I asked, ""What is his last name and the corporate office number."" She said, ""I don't know."" ","May 24, 2017",1,7
334,"I always ate Pizza Hut since I was a wee lad. I would go there, chat it up with the waitresses and BS with my buds. We used to go there at least 4 days a week. For weeks I experienced many symptoms of diabetes so I finally went to consult my doctor. He said ""Buddy, I've gotta talk to you about something, you gotta stop eating Pizza Hut, you have diabetes."" It was the worst! He said that it's not right to have diabetes when you're only 27. I'm all fed up with Pizza Hut now. Thank for giving me diabetes!","May 19, 2017",2,5
335,"Worst experience ever!!! My wife and I was very hungry and craving Pizza Hut. We placed our order online with our debit card, and delivery driver arrived and said we owe $21.00 cash because the card was only charged 2.32$, while the delivery driver was there we called the store to resolve the issue, a girl picked up phone and we was placed on hold for 10 minutes and no one came back to the phone. The driver was getting impatient and he was upset because we didn't have cash. We wanted to pay any amount due with our debit card but the store manager never called us or returned our calls.","May 5, 2017",1,8
336,We order pizza a couple times a week. It's always horrible. They never have anything in stock. The shorter plump lady that works evenings is always very rude. You can't order a salad because they have nothing on their salad bar. They run out of crust for the pizzas along with everything else. Seems like someone needs to do their job the correct way and order that appropriate amount of things to run a business along with hiring people who will enjoy their job. We will not be back anymore and people wonder why our town has no good places to eat. These hateful moody employees run their business in the ground.,"April 17, 2017",1,6
337,I order my pizza online. I thought I would give them another chance. My order was incorrect yet again. I called them and the employee that answered told me I must have called the wrong store. I told him I called the number off of the receipt online and he told me I did not order from them and hung up on me. When I called back I asked to speak with a supervisor. The supervisor got on the phone and told me that there was nothing that he could do. I asked for a refund and he told me I had to bring back the pizza myself and that they would refund the money. I told them I had it delivered and that I did not have a car. He told me there was nothing that he would do to resolve the issue and told me I was being ridiculous. That I did not need to be upset about not receiving what I paid for. I explained to him that I did not have money to spend on food that I did not order then he hung up. ,"April 15, 2017",1,8
338,"We choose 4 pizzas on the Ecuadorian Pizza Hut homepage and called Pizza Hut to order them and picking up here in Quito. Surprisingly, they charged us 2 USD more for each Pizza than stated online. I complained at the Pizza Hut Service Team and I am waiting now since 11 days for a solution/statement. Incredible bad client service!","April 14, 2017",1,5
339,"I ordered a large veggie pizza. Pizza Hut took it upon themselves to add ham and bacon onto my pizza. I'm vegetarian... They charged me for the extra toppings as well, and I didn't realize this until after I discovered the meat after I bit into a slice.","April 13, 2017",1,4
340,Place two order. One came like it should the other one was a nightmare. They said my card did not go through. Said that they try to call for time. No call. When I try to find out what happen she was rude and said that they had a lot of person to get to. I ask for phone # to cop she said I could look it up and that the desk manager would be there tomorrow and put in a complaint. I call next day and was told they did not have desk manager. I brought over 50.00 dollars and the last order. Came cold. Never again will I order from cold Pizza Hut and I am 73 so I have order pizza all over the US but this Cold PIZZA IN Channel View TX is the cold Pizza Hut I have order from.,"April 8, 2017",1,4
341,I order Pizza Hut it take them two hours to get here and they give me the wrong order. I order buffalo wings but they give me wings and I order pizza that only cost four dollar in Target. The last thing is I will tell my friend to not order Pizza Hut anymore.,"March 25, 2017",1,4
342,I am new to the Odessa Texas area and thought I would give Pizza Hut another chance. WRONG. The food was horrible. The wings tasted like freezer burn and were soggy. Their pizza full of grease and was tasteless.,"March 24, 2017",1,4
343,"I order from Pizza Hut (Pass Rd in Biloxi, MS 39531) a lot. Sometimes I pay with cash and most of the time it's with my card. I'm a single mom of three and sometimes I don't have it to leave a tip, just enough for my meal. So, I've been noticing when I pay with my card, if I don't leave a tip the driver or someone at the store would put a tip down as if I did it. I know this because they always send me a copy of my order to my email, but when I get my card statement it's a difference price than what my order was. ","March 13, 2017",1,9
344,"My husband said I am no longer allowed to order pizza from you. To make a long story short, the Pizza Hut Manager in Hobart IN (John) said to me as I was walking out, ""Get the ** out my store. I hope you get into an accident and die."" I turned around and I said, ""Excuse me."" He choose to repeat his statement and smile to the customer in front of him like he did something bad and tough. The customer walking out in Front of me stopped walking, turned around and asked ""Did he just say what I think he said? How horrible."" I told him ""Buddy you need to be retrained on your management skills."" No matter what the pizza issue is, no one should wish me death especially in front of 3 other customers, one being a child. The customers there were willing to give me their name and number to validate my story.","Jan. 24, 2017",1,13
345,"We had two large pizzas ordered and delivered. Well when we opened up the box the one pizza had thin crust which I never ordered. Then to top it off the other Pizza was burned up. It was black all the way from the crust to the sauce. I called to complain to Pizza Hut. They never offered to bring us another Pizza. All he offered to do is give us 10.00 off next Pizza. We ended up throwing the whole pizza away. So we ordered off them again. We never got the 10.00 taken off our next Pizza. It was lie, No one wants to buy pizza and threw it in trash. So we might want to start ordering somewhere else since their customer really don't matter.","Jan. 21, 2017",2,6
346,I was promised to have pizza delivered in 45 minutes top. It arrived after an hour and twenty minutes and it was cold. Even a hungry dog would not eat it. To add insult to injury - their shop is located literally 2 blocks from where I live. It is definitely the last time I use them.,"Dec. 20, 2016",1,7
347,"I am so SICK of trying to order from Pizza Hut delivery!!! This must be the 3rd time that I decided to order from the Pizza Hut on Manor street where they deliver. I am not far from there... Only 5 minutes or less. But the last 3 times I ordered and was willing to pay for the convenience of delivery. I ended up picking up my order. Because they actually don't have delivery drivers. I called today and they said that they couldn't deliver until an hour and a half from order time, because they didn't have delivery drivers. ** that! I'm paying for the convenience of delivery... And tipping! You are less than a mile from me. Yet want to charge delivery fees, but it will take an hour and a half? ** that! Don't offer delivery... If you don't have the means for delivery! ** you Pizza Hut on Manor Street in Lancaster, Pa!!!!","Dec. 17, 2016",1,10
348,"Why have a $10 special when the minimum order is $12. I ordered the deal and with tax my order was $13.85, but it couldn't be processed because the order itself had to be a minimum of $12. You had your choice of a 591ml 4 cans of Pepsi or a 2L. I ordered the 591ml and it was $1.99, my order came to $11.99. I thought I'd be good being that we don't have the penny anymore and it would just round it up. Nope! Wouldn't process that either. WTH! So I got the 4 cans of pop for $2.99 even though I didn't need them. The driver arrives with my order and pulls out a 2L because they were out of cans!!! OMG! REALLY??? And this was at 12:30 pm. Jesus!","Dec. 15, 2016",2,9
349,"I recently made a purchase at my local Pizza Hut location. My order was initially placed online. My original order included a large pan pizza w/ pepperoni, Italian sausage, garlic flavor on the crust, and lite cheese. I also had another large pan pizza that was Meat Lovers, classic bread, and lite cheese again. I did select the option for a two liter; however, there was confusion with the wording on the website. So, I did not understand if it were two 2 liters for the price or one 2 liter for the price. ","Dec. 13, 2016",1,5
350,"I placed an order for delivery to the closest location according to their website. They were delivered late and cold. I called several times to the store just to be told that it is an error on the program's estimated time. When I requested more information regarding this error, the sales attendant couldn't provide with a contact information. I asked to speak with the manager to see if he could explain better what was happening to my order. He then decides to be disrespectfully and treat me like a child. As I was explaining the situation, I was interrupted to be asked, ""How did the pizza taste?"" I wouldn't know, I hadn't received them. More important not only did he failed to appeased a customer and offer an apology, he had to asked around for the regional manager last name. Anyhow, this is their third and last strike, they just lost another customer.","Dec. 1, 2016",1,3
351,So when you call your neighborhood Pizza Hut the number is redirected to a call center. Got disconnected at the end of 10 minute order process. Called back and order not in the system so 15 minutes later and order was finally in the system. My problem is this is not Real Customer service. A third party shouldn't be involved in my order process. When I call that store and place order I want to talk to the person directly responsible for my food. So if my order is wrong I can then call the store directly for my complaint. These type of third party calling is another thing wrong with this once great country.,"Nov. 27, 2016",1,5
352,Why do we even have the option. This is the last time we will eat pizza from them. Placed the order online for pick up. When I get there they do not have my order. They said I must have placed with a different location. Showed them I did not and was told I would have to wait till all the other orders were filled. Very unhappy. When I got it home it was so greasy no one wanted to eat it.,"Nov. 22, 2016",1,4
353,"Well it started fine around 8:30 Saturday 11/12 I placed my order for delivery. I order family chicken alfredo pasta and 8 boneless wings. The young lady that answer the phone was polite and sweet stated that my order will be 30-35 mins. Well after an hour I called to check the status and another employee stated that they didn't see my order so I ask for a manager (Samantha) and she stated to me that they were out of the pasta and someone was suppose to call me so I ask her who and she said she didn't know. I stated to her that every time I call there it's a problem. Her response was ""I only been here 4 days so that's not me.."" She then ask was it something else I would like to order and I gave the phone to my son who just came from football game. He order a medium pizza and wings at 9:30. Well 10:30 there was a no call no show.","Nov. 14, 2016",1,4
354,"I will not be eating at Pizza Hut again, because the disrespect from the customer service line was unnecessary. I ordered online and my order went through and gave a delivery time. The delivery time had come and it was still not delivered. I tried calling the store and every time I would press 3 to talk about an already placed order it would just go back into a loop saying to press 1,2 or 3 again. I finally got ahold of a representative after trying about 8 times, and she answered in a very rude tone and was very rude about the information she gave to me saying that the Pizza Hut could not deliver to my address. I did not receive any email or phone message regarding the situation and had been waiting over an hour for my food.","Nov. 9, 2016",1,2
355,"Pizza Hut, 400 N Loop 288, Denton, TX 76209. (940) 484-9202. First off their website said it'd be 2 hours before my delivery would arrive. I called to pick up and that guy sounded like a stoner over the phone. I had to call again for directions, the guy wasn't even from here, didn't know any landmarks to navigate. I found it.","Nov. 6, 2016",1,5
356,"I haven't picked up my pizza and I'm already disappointed. This place has give us bad customer service for the past 3 calls we made. Can't stop going here because my kids keep wanting pizza on Sundays and it's the only place in town. These employees that pick up the phone to take the orders must get trained better on how to treat people on the phone and be polite. I don't want to cry for my money back. All I want is good service. After all we are paying for it. It's not free! Bad place, bad management job!","Oct. 31, 2016",1,0
357,"Worst Delivery from 4300 Macsway Ave, Columbus OH. We placed an order for delivery at 7:00, when we placed it, they told us it would be 1.5 hrs, this was ok. At 9:30 we called the restaurant and the phone just rang and rang for over 9 mins, no answer from anyone. We tried back at 9:45, and was told that it would be delivered at 10:15. This time came and no pizza. The driver didn't show up until 11:45. THE WORST DELIVERY PLACE EVER!!!","Oct. 26, 2016",1,3
358,I ordered the two pizza for 6.99 each for the game pan pepperoni lovers and a veggie but I got home to watch the game and start eating my pizza and realized there's hardly any cheese but I figured I'm not eating a pizza for 6.99. I'm eating a 6.99 pizza as I'm watching the game. Pizza hut has a commercial for two pizzas for 6.99 each and as they pull a slice from the pizza it has cheese stretching from it and it looks meaty. Why can't my pizzas look like that? Next time I'll get a picture of it.,"Oct. 23, 2016",3,5
359,"Do not order from the PH on Peachtree St in Atlanta GA. The pizza was on time and it was correct. However, it was cold. The driver offered me a receipt. I said no thank you and gave him a $3.82 tip on top of the $2.99 convenience fee. He proceeded to throw the receipt outside our unit in the hallway. The driver looked like he had not shaved or bathed in 4 or 5 days. His hair was long and greasy. When I called to voice my concerns I was kept on hold for over a hour. Customer service and cleanliness is not a priority for this restaurant.","Oct. 9, 2016",1,7
360,This is my first time ordering the Stuffed Grilled Cheese Pizza. My mouth was watering for it when I saw a picture of this pizza. I am a cheese lover and I love pizza and I loved grilled cheese sandwiches. I took one bite and I tasted nothing but pizza sauce because the crust is so thin. I took a bite out of the stuffed crust and I was totally disappointed! The cheese didn't taste like a real cheddar cheese. Please change the flavor of the cheese. I will never order this pizza again. A huge waste of my money!!!!,"Oct. 1, 2016",1,4
361,"We rarely eat at Pizza Hut and cannot complain about service at all but the chicken supreme was horrible, dry, little sauce, little cheese, peppers and onions raw. I hope you consider stopping this pizza. In 1970 Pizza Hut had wonderful pizza, where is that recipe?","Sept. 30, 2016",1,4
362,I'm in this restaurant as we speak. Talking to the manager hasn't done anything. I've been here since 5:00. It is now 7:00 pm. There are 5 waitresses here and my waitress is the only one running tables. She's also taking online orders. It seems like she may be new. Nonetheless I waited 15 minutes for her to come take our drink orders (myself and my husband). Then we already knew what we wanted so we put the order in. Took about 45 minutes for us to get our pizza. About 30 for us to finish eating. ,"Sept. 17, 2016",1,4
363,I got my order of pizza tonight and felt like tomatoes sauce and cheese. What a ripoff. I got 2 paper thin slices on each slice of pizza. At least put some meat on the damn thing. Come on. I wanted to send that ** back but who knows what people think after a complaint. I tipped my driver. It's not his fault but make me want to buy your product. Never buy Pizza Hut again. Why do I have to give a star for a zero star review?,"Sept. 7, 2016",1,3
364,"I placed an online order today, August 28th 2016, at roughly 5:15 pm. I wanted the order ready at 6:30pm and changed the time for future pick up. I do not usually have an issue but as I had to go to a different because the PH closest to me was temporarily closed, I headed to the south side of town. Oh look, a drive thru window, coool!","Aug. 29, 2016",1,0
365,"I just recently started work in their ""Virtual Call Center"", so in order to Upsell their items, I always order online to be delivered as I am handicapped and picking things like that up is challenging with a walker. So one night I ordered a personal pan ham and pineapple and one of their new ""Hershey S'mores Cookie"". This thing was not a cookie! It was more like a cake and super sweet. I wrote a complaint and they sent me a coupon for a free large Pizza. The next time I ordered for delivery, I ordered 2 personal pan pizzas, one pineapple and ham with Garlic Butter Blend and a BBQ Beef with Hut Favorite. Well when they arrived, they weren't hot and neither one of them had crusts on them (glad they don't charge for the flavored crusts). But the BBQ beef looked like someone had pooped on my pizza. There were 4 little black blobs on the pizza. Both pizzas were nasty tasting.","Aug. 28, 2016",1,5
366,"I ordered 2 pizzas for delivery for dinner at 9:00 PM, and the delivery time was mentioned as 10:00 PM. Until 10:30 PM I did not receive anything. On calling the employee said that they have run out of the product and would not be able to fulfill my order. Is it not their duty, to call and inform the customer if they are unable to complete the order!!! I was simply waiting, and I went forward and placed an order with Domino's, and they delivered within half an hour. PERMANENT CUSTOMER OF DOMINO'S.","Aug. 20, 2016",1,7
367,I ordered take away pizza on the 13/7/16 from a Guildford store who took the money from my card straightaway (keep that in mind). 5 mins later I received an email saying they didn't deliver to the address. I wanted the pizza to go to and the money would be back on my card by the Monday 17th. Go forward to today the 18/7/16 and after ringing Pizza Hut complaint dept for the 15th time it's a free number so no cost there. I was told I would probably get my money back next Thursday 25th. Now to a big company like them 20 pounds may not be important but to a mum on a budget it means a hell of a lot but I'm so angry because there are no comebacks for these large companies who make mistakes and take forever to rectify them. The lack of my custom will not dent their profits but if they keep testing their customers as they do then I will not be sorry to see the administrators at their door.,"Aug. 18, 2016",1,2
368,Order box meal for 20 plus bucks and gave me wrong dessert and pizza was cold.,"July 27, 2016",1,5
369,"I have ordered a pizza online as we don't have so much time to order and wait at the restaurant. And after receiving the order we started eating at the Pizza Hut restaurant as we always do. This is not our first order. But after starting having our pizza in the middle the Pizza Hut one waitress came and asked us to leave theplace without having another bite as she said as we ordered online we cannot have it in the restaurant. And the restaurant was half vacated still she don't have the patience. She can wait at least for someone to finish their meal. I am completely dissatisfied with the Pizza Hut experience. My order details are: Placed on July 24 at 3:36 PM. 1 Large Original Pan Pizza, Fiery Red Pepper Crust Flavor. Whole Ingredients: Creamy Garlic Parmesan Sauce, Green Peppers, Jalapenos, Double Onions, Diced Tomatoes. 1 Lemonade Bottle.","July 24, 2016",1,4
370,"I had not ordered anything from Pizza Hut for more than 5 years because my orders were then continually late or wrong altogether. Yesterday evening (7/22/16) I once more attempted to try ordering a pizza from the local store in Bellevue PA, just 2 miles from my residence. The call went well, or so I assumed. The delivery was promised in 45 minutes to an hour. I gave them my name, address, and phone number; carefully spelling out the street name (Russellwood Avenue).","July 23, 2016",1,8
371,"Ordered a gluten free pizza from the location on Sheldon Rd in Channelview, TX. The pizza was terrible. Crust was crunchy and very overdone, and the toppings were burnt. Called to complain, and the ""manager"" basically said too bad, that's just the way gluten free comes. I know better. I will never order pizza there again, and I do not recommend this location. It's bad enough to have to pay more for less pizza without having burnt food passed off as just the way gluten free comes.","July 18, 2016",1,5
372,"This was one of the worst pizzas I have ever eaten. Very salty pepperoni, poor quality sauce... More like tomato paste. Crust was soggy and undercooked. Very disappointed. PH used to be much better. Never again. I live in Asheville, NC and store is on New Leicester. I am out of $20.00+ bucks. Damn.","July 17, 2016",1,5
373,Terrible pizza. Looks like old plain pizza and had sprinkles topping on it! First and last time I order! Pizza Hut on Jabez St in Newark NJ is not good!,"July 9, 2016",1,5
374,Every single time I have ordered from the Pizza Hut on Reisterstown Road in Maryland the order has been incorrect and I have waited over an hour for delivery. I usually do not submit a complaint but I decided to get pizza another chance and order however once again the order was incorrect. This is unacceptable. When you pay for food you should be able to get what you ordered.,"July 8, 2016",1,7
375,"1.0 star rating 7/5/2016. Ordered a pizza last week for my boss. It was wrong (partially my fault) but called to correct the issues. Was told ""all is taken care of"", they will deliver the correct pizza. The pizza came and was not correct... so we called and were told ""We will get your next one"" (in so many words). Today I call to place the replacement pizza and wow... I had to pay for it (discounted 1 topping for 9.99 large) which you can get better deals anywhere for that price but the boss loves(d) Pizza Hut... This pizza just got delivered and 1/2 of the pizza does not even have cheese. We have thrown the pizza away and vow to stay away from this TCU Pizza Hut!!! So now there goes more money for a horrible pizza... calling Domino’s now (who is known for great customer service on this side of town).","July 6, 2016",1,2
376,"I have attempted to order ""deals"" from them such as the triple treat bundle. There is the basic price stated, but as you go through the ordering process you realize you're getting scammed because even ordering the regular ingredients with nothing extra or even ordering the items you want in smaller sizes doesn't add up to the first price stated. They do not list what's included in the deals they offer. When you ask why this price by clicking on the button it explains that you have ordered extra items or extra toppings. ","June 29, 2016",1,7
377,"On June 10th after 10 pm, while leaving my wife's job I made a call to Pizza Hut Glendale dr Wilson nc. A guy answered and said ""can you hold please."", so I proceeded to drive towards thinking he would answer and take my order. Well no one ever came back to phone. I even stopped in parking lot and waited a couple minutes. Still no one came to phone. I drove to window apparently still opened from last car. I stayed on phone while looking through window at a guy drinking soda from a clear cup and the waitress having conversations with a few laughs. He spots me looking at him and comes to window asking ""how can I help you."" I said ""dude I being on the phone holding for over 6 minutes.""","June 12, 2016",1,6
378,"Order pizza from numerous Pizza Hut. On my last order my food was cold. Driver said he had come to my door and knocked but I didn't answer, however he called to tell me that, which I was waiting on him so I never heard him knock. But my pizza was cold and sloppy looking and my wings hearty had any sauce on them. I called to complain and was given only a 10 dollar credit for my troubles. It took them 3 times to bring my order because the 2nd time was completely the wrong order. Pizza Hut lost a loyal customer to Papa John's. Better pizza, better service. That's what Papa John's does give you.","June 11, 2016",1,4
379,"I've received nothing but great food and delivery from Pizza Hut for 20+ years. But these ""new"" black pseudo-styro containers are awful! Food acquires awful taste and smell (whether wings or sides). Tried 2nd time before posting to ensure I wasn't jumping the gun but 2nd delivery proves these containers are AWFUL! Going to Domino's until PH goes back to cardboard...","June 6, 2016",1,0
380,"Well we sent back our original 2 pizzas for the dough being raw, only for them to send us back 2 more with the dough being raw. We called them and told them the new ones were raw also and they said they disagree. They got angry and refused to give me my money back for the food we couldn't eat. The other items that came with the meal made us sick. Needless to say 30 dollars spent on food that in the end couldn't be eaten and had to be thrown away and they refused to give our money back.","June 6, 2016",1,5
381,"My husband and I were craving pizza so we headed to the nearest Pizza Hut. It was a full house so we decided to just buy a box of pizza to go and eat it at home. We ordered a regular size of the bacon supreme flavor. The picture of that pizza flavor on the menu looked like it was really loaded with bacon and meat. Lo and behold, when we got home and opened the box, there were just little bacon and meat and there were more of the bell peppers, mushrooms and onions which were not seen on the picture on the menu. Pizza Hut, you should be ashamed of what you are selling to people! We deserve so much better than this!","June 5, 2016",3,4
382,"I have ordered and ate in in at least 2 different Pizza Hut locations in the past 8 months. On location the sauce is fine at one the other the sauce taste like pie filling. I have always chosen Pizza Hut or the other pizza places because they have awesome taste but now I really feel that Pizza Hut is doing too much!! Pizza should taste like pizza not pie!!! Today's order was not only wrong but tasted horrible and stop forcing that horrible garlic butter on everyone pizza unless the customer asks for it, please and thanks.","May 31, 2016",1,5
383,"I think Pizza Hut's greatest contribution to the pizza industry here in the Philippines is their ""Stuffed Crust"". It revolutionized the way pizza crust is seen. Before, most people would see it as plain bread, or worse - something that could just be thrown away. But by upgrading your pizza to ""Stuffed Crust"", it becomes a bread stick with mozzarella cheese in it. Amazing right?! I guess a testament of its impact to the pizza industry here, another pizza brand is offering this option as well... Pizza Hut, makin' it (the crust) great indeed...the crust that is!","May 26, 2016",5,3
384,"Order no. ** placed at 8:55 delivered at 10:25 that too cold pizza. After 9:30 I called them 4 times for my status of delivery. They told it has left and will reach within 10 minutes or we will surely call back in 5 minutes and they were not having any answer where the delivery boy is. Finally they give me store landline no. that you only call and ask them only. When I called in store (Profit Centre, Mahavir Nagar, Kandivali W), they don't even know how many digits the order no have and then they just kept the phone on and were not replying.","May 22, 2016",1,2
385,It really is a shame that after all this time that Pizza Hut in Antioch Illinois is being shut down by the corporation. We need this business open. Many many of us even here at Cartridge World next door to Pizza Hut need Pizza Hut. Many people run the stores by themselves. They're small businesses. Our food gets delivered. Where else would we go and get such good service? This is the only store or business I have ever known up in the 50 years of my life that delivers pizza on foot to the nearby businesses extremely fast most of the time within 7 minutes. This is quite a shame that this is happening. This business was doing fine. How much do you need for a business to keep going? I look out my window all the time at the store here at Cartridge World and see them on the goal studying delivering pizzas. But yeah you want to close this very important store.,"May 21, 2016",5,2
386,"We've just ordered pizza and chicken wings from Pizza Hut. Deliver time given was an hour. At first I though it's outrageous to have our orders delivered that long. They have a branch that is near as so to wait for an hour is a bit too long. I thought they guarantee delivery for 30 mins so I was wrong. The customer service agent said she will try to have it delivered the soonest possible time. To our surprise, our order came in 30 mins. Pizza was hot and they gave us the extras we requested. We've always loved pizzas and I'm satisfied how the cs made it possible to have it delivered fast and hot. I just wish that they come up with a standard delivery time so customers will not be confused as to what exactly is the delivery lead time.","May 21, 2016",4,0
387,"Pizza Hut gives that comfy cozy dining experience plus I love their caesar salad, their mushroom soup and their crab salad roll. Their staff are also very very warm and accommodating. However, I couldn't give their pizza the thumbs up. Over the years, the dough has become dry and oily. Their toppings dry and lacking. You will enjoy the pizza a bit if you eat it right there in the restaurant but once you eat it later, it tastes stale and plain. Their pasta also tastes uncooked and hard at times, and though I love their soup recipes, more often than not it taste burnt. They should really look into what they are doing wrong. I have loved Pizza Hut more than our local pizza place before but not anymore. I am still satisfied with them but I do not wish to be only satisfied. I only dine out once in a while and so if I dine out I wish it to be a HAPPY experience.","May 19, 2016",3,0
388,"Pizza Hut was a lot different more than a decade ago when they weren't so focused on trying to sell more pizzas. Back then their pizza was actually really good, and I always looked forward to eating there during special occasions. Now they have all these affordable promos and more people are eating there, and it has led to a decrease in quality of their food. Sometimes there are barely enough toppings, sometimes even the soup isn't hot, and the servers all seem too busy to pay any attention. I miss the Pizza Hut during my childhood when eating there was always a special time. Now it just seems like any other cheap pizza joint. What a shame. It used to be that when I thought of great pizza, Pizza Hut came to mind first. Now I only think about them when I want to eat cheap good-enough pizza that looks premium, even though it's not.","May 19, 2016",3,2
389,"I recently went into Pizza Hut on North Memorial Parkway in Huntsville, Al on my lunch break. The employee Belinda didn't speak, so I told her I wanted to purchase a to-go buffet and ask how much, she stated $1 per slice. I said fine. As I stood there waiting for a box, she looks at me and said, ""You need to pick out your slices."" I said, ""If I do where would I put them."" She turns around and picks a box up off the floor. I said, ""Can I get a box that hasn't been on the floor?"" She got mad and tossed me a box, so I said, ""Wow."" She said, ""Yeah wow.""","May 18, 2016",1,8
390,"I went to Pizza Hut for my first time today and it was delicious. I'mma be full all day. I would rate it 100 if I could. Everybody gave free refills and each drink was 1 dollar each. I enjoyed my time there. I do not know why so many bad reviews but it's good. Maybe it's the delivery people having a problem with. I was happy. I got 1 suggestion. 1 the pizza, the toppings part of the pizza should be bigger and the bread of it should be smaller. ","May 7, 2016",5,0
391,"I love the toppings of Pizza Hut especially the toppings for Hawaiian and pepperoni. It's mouth watering however the crust/dough is so-so... It does not compliment with the toppings. Shakey's and Yellow Cab have better pizza crust/dough. Hopefully, Pizza Hut could work on improving the taste of crust/dough.","May 3, 2016",3,3
392,"Was at Pizza Hut yesterday to treat my family dinner. Ordered 3 large pizzas as we always do and we have been doin' this for a long time. This is the first time though that when we got the pizzas they were not hot at all! It was served in a timely manner and the toppings are as expected. Just that it wasn't served warm. Maybe it wasn't straight from the oven? I hope that this won't happen again coz we do enjoy eating there. But if it will be like this again, we will look for other pizza joints.","May 1, 2016",2,5
393,I ordered from Pizza Hut on April 29th and I found to my dismay that my cinnamon sticks didnt come with any sauce. So I called to tell them what happened. I was on hold for over thirty minutes and never got to talk with an actual person. Im very pissed and dissatisfied.,"April 30, 2016",1,3
394,"On Monday evening, April 25th, against my better judgment, we decided to order pizza from pizza hut for dinner. We have had several disappointing meals from the Casa Grande, AZ Pizza Hut in the past but because they are close to the house we ordered online again. Pizza was ordered at 6:34 PM. The online order window said the pizza would be delivered by 7:11 PM. By 7:30 PM we had still not received our Pizza. I called and spoke to ** (female) and she made the excuse that their delivery service was really busy and so that was why he was late. I expressed that it was not my problem as we were told the time. That fell on deaf ears.","April 27, 2016",1,6
395,Never even got to order my pizza. Was put on hold for 30 minutes and the customer service lady was rude. Never ordering from there again.,"April 25, 2016",1,4
396,Order from 21st and Mittopher located in Indianapolis. Order stuffed crust with mushrooms and pepperoni. Open my box to find my pizza had been thrown around in the box. Pizza didn't even fit the box. Order a medium pizza looked like they put it in a large box. It was cold. The cheese in the inside wasn't melted. The crust was half baked. Mushrooms look and taste like they were old. Paid $35.00 for something I ended up throwing in the trash. Had I knew my pizza was trash I wouldn't have given the driver a $5 tip. Never will I order from ANY Pizza Hut again.,"April 11, 2016",2,5
